Category,Brand,Ordered_total,Orders_total_dynamics,Products_ordered,Average_price,Average_price_dynamics,Number_of_sellers,Number_of_clusters,Redeemed_orders_share,Share_in_category
Garden_Furniture,JEONIX,26426407,0.0,8127,3252,0.0,2,25,0.903,0.002
Garden_Furniture,Nika,25567255,-0.11,12207,2094,0.15,91,27,0.915,0.002
Garden_Furniture,GARDEN STORY ТВОЙ САД - ТВОЯ ИСТОРИЯ,25499449,-0.04,2822,9036,-0.06,21,27,0.847,0.002
Garden_Furniture,InGreen,25032959,6.72,2381,10514,0.2,13,26,0.753,0.002
Garden_Furniture,CLASSMARK,24850414,0.68,7556,3289,-0.09,26,29,0.905,0.002
Garden_Furniture,ТРИ МУРАВЬЯ III,23839604,0.0,4104,5809,0.0,28,20,0.883,0.002
Garden_Furniture,Glider,22968208,1108.58,5515,4165,0.21,2,26,0.907,0.002
Garden_Furniture,Tplus,22851620,0.32,13429,1702,0.11,3,28,0.871,0.002
Garden_Furniture,Fieldmann,22715574,0.08,1365,16641,-0.01,4,27,0.863,0.002
Garden_Furniture,Сердце Дома,22155981,0.0,2344,9452,0.0,1,17,0.75,0.002
Garden_Furniture,Vinotti,21903731,-0.18,959,22840,-0.12,3,25,0.872,0.002
Garden_Furniture,ГРОСТАТ,21173795,-0.34,3779,5603,0.25,2,24,0.916,0.002
Garden_Furniture,Tetchair,20862634,0.22,1133,18414,0.05,6,26,0.8909999999999999,0.002
Garden_Furniture,FUEU,20625134,0.0,1382,14924,0.0,9,18,0.8809999999999999,0.002
Garden_Furniture,Дом и Сад ТОВАРЫ ДЛЯ ЖИЗНИ,19686573,-0.16,5199,3787,-0.06,4,25,0.843,0.002
Garden_Furniture,Элластик-Пласт,19535579,-0.36,2088,9356,0.25,47,25,0.755,0.002
Garden_Furniture,VERANDA,19140185,0.0,753,25419,0.0,1,16,0.887,0.002
Garden_Furniture,HomeKokon,19060161,0.5,2110,9033,-0.12,1,25,0.862,0.002
Garden_Furniture,NOVOLUX,18794927,0.72,6573,2859,-0.25,2,27,0.897,0.002
Garden_Furniture,Soft Element,18715454,0.02,616,30382,0.14,1,22,0.862,0.002
Garden_Furniture,Мебек,18498384,3.08,5410,3419,0.01,3,26,0.89,0.002
Garden_Furniture,GVS,18442650,0.02,6099,3024,-0.22,2,27,0.904,0.002
Garden_Furniture,Эверена,18373762,0.38,6705,2740,-0.11,2,26,0.879,0.002
Garden_Furniture,Betula,18300558,-0.32,6146,2978,0.04,3,27,0.908,0.002
Garden_Furniture,Ajurio,18034482,-0.17,777,23210,0.11,4,22,0.8370000000000001,0.002
Garden_Furniture,Afina Garden,17500589,-0.47,244,71724,0.02,15,23,0.66,0.002
Garden_Furniture,Лови жизнь,16928841,0.69,9867,1716,0.39,2,27,0.951,0.002
Garden_Furniture,МЯГКАЯ ПОСАДКА,16614588,1.48,1894,8772,-0.07,2,25,0.88,0.002
Garden_Furniture,Агро-Профи,16499892,1.42,6930,2381,0.18,9,25,0.919,0.002
Garden_Furniture,GRATAR,16244649,1.34,1184,13720,0.22,4,25,0.926,0.002
Garden_Furniture,Милих пластик,16187593,5.02,3521,4597,-0.15,4,25,0.877,0.002
Garden_Furniture,Home Comfort,16119881,0.98,2924,5513,0.08,2,27,0.8490000000000001,0.001
Garden_Furniture,Vitfishing,16084602,0.74,4364,3686,-0.06,9,27,0.784,0.001
Garden_Furniture,SEBO,16054041,0.2,8930,1798,-0.04,7,25,0.888,0.001
Garden_Furniture,Комфорт,15805303,0.43,1719,9194,0.02,7,25,0.8420000000000001,0.001
Garden_Furniture,МебельСад,15772471,0.87,2092,7539,-0.29,7,25,0.789,0.001
Garden_Furniture,Rokids,15615054,1.61,2882,5418,-0.08,10,25,0.914,0.001
Garden_Furniture,YOURPUFF,15526506,0.0,963,16123,0.0,1,19,0.835,0.001
Garden_Tools,Бренд отсутствует,1654120237,0.48,1724436,959,-0.15,18394,31,0.87,0.2019999999999999
Garden_Tools,Fiskars,407104326,0.59,96641,4213,0.04,241,29,0.9,0.05
Garden_Tools,Торнадика,347333718,0.04,150860,2302,0.39,85,29,0.929,0.042
Garden_Tools,Palisad,194106155,-0.27,141461,1372,-0.46,256,30,0.916,0.024
Garden_Tools,ЭлБЭТ,172069053,1.01,51463,3344,0.45,87,29,0.9,0.021
Garden_Tools,Gardena,156837427,0.06,35330,4439,0.06,470,29,0.887,0.019
Garden_Tools,PLANTIC,146225371,0.07,58297,2508,0.15,168,29,0.915,0.018
Garden_Tools,Skrab,120946142,-0.2,62406,1938,0.11,120,30,0.924,0.015
Garden_Tools,СИБРТЕХ,112224932,-0.34,85421,1314,-0.2,208,31,0.917,0.0139999999999999
Garden_Tools,Finland,111004429,0.12,52865,2100,0.19,262,29,0.911,0.0139999999999999
Garden_Tools,Makita,96324085,6.09,13466,7153,-0.03,193,29,0.812,0.012
Garden_Tools,UNIKIT,95902497,0.76,11972,8011,0.12,3,27,0.924,0.012
Garden_Tools,Альтернатива,94171458,2.53,48870,1927,0.53,146,28,0.872,0.012
Garden_Tools,Alishun,89665565,1.64,9997,8969,-0.06,101,25,0.872,0.011
Garden_Tools,Вихрь,64157063,1.92,42346,1515,-0.55,87,27,0.924,0.008
Garden_Tools,ФИРМА ЦИКЛ,60671178,0.19,59177,1025,0.15,48,29,0.935,0.0069999999999999
Garden_Tools,Экопром,59908421,0.13,4169,14370,0.25,24,26,0.9,0.0069999999999999
Garden_Tools,Лидер-сантехника,58877561,0.04,16795,3506,-0.14,17,29,0.82,0.0069999999999999
Garden_Tools,ГАММА-ПЛАСТ,55083151,0.21,18351,3002,0.38,51,25,0.915,0.0069999999999999
Garden_Tools,Центроинструмент,54802823,-0.09,25834,2121,0.22,194,28,0.911,0.0069999999999999
Garden_Tools,FINDAL,52275278,34.69,26749,1954,-0.03,18,29,0.936,0.006
Garden_Tools,ЗУБР,51216541,0.43,14186,3610,0.31,138,28,0.883,0.006
Garden_Tools,Электромаш,50128567,0.12,8026,6246,0.3,52,26,0.8590000000000001,0.006
Garden_Tools,FACHMANN,46766215,-0.37,34159,1369,0.12,24,27,0.927,0.006
Garden_Tools,А5,45560166,3.69,48095,947,0.14,4,27,0.856,0.006
Garden_Tools,ECO,43774280,6.66,8460,5174,0.35,8,24,0.902,0.005
Garden_Tools,YKHM,39604762,2.13,25917,1528,-0.01,42,29,0.956,0.005
Garden_Tools,ИМпласт,38753999,5.72,1365,28391,1.16,3,23,0.88,0.005
Garden_Tools,Grinda,38404671,0.43,21585,1779,0.31,166,30,0.914,0.005
Garden_Tools,Mr.Logo,37817501,0.41,22848,1655,0.18,40,28,0.944,0.005
Garden_Tools,Инструм-Агро,37221499,0.17,55320,673,-0.07,154,30,0.871,0.005
Garden_Tools,Polyagro,35235552,1.42,47233,746,-0.04,19,27,0.916,0.004
Garden_Tools,ХозПалитра,34882184,0.75,12749,2736,0.86,6,26,0.889,0.004
Garden_Tools,ЭНЕРГИЯ,34522445,-0.11,3001,11504,0.18,8,25,0.887,0.004
Garden_Tools,Lider,33634825,5.96,4813,6988,-0.07,16,27,0.853,0.004
Garden_Tools,РАЗДОЛЬЕ,29476646,-0.01,2303,12799,0.19,1,26,0.8959999999999999,0.004
Garden_Tools,Frut,29135181,1.95,65946,442,0.26,9,29,0.965,0.004
Garden_Tools,SIBIR,28808336,0.55,16379,1759,0.14,4,28,0.906,0.004
Garden_Tools,BION,28717005,0.38,1233,23290,0.01,11,25,0.902,0.004
Garden_Tools,HAITEC,28598067,0.75,2893,9885,-0.09,3,26,0.924,0.003
Garden_Tools,СпецМебель,28534567,2.24,4011,7114,0.3,1,25,0.893,0.003
Garden_Tools,Samurai,27778617,-0.1,15383,1806,0.02,143,29,0.911,0.003
Garden_Tools,Denzel,27614317,0.32,5000,5523,0.42,79,27,0.882,0.003
Garden_Tools,Главхозторг,26743401,0.62,68460,391,-0.07,17,29,0.883,0.003
Garden_Tools,АВТОФОКС,26232674,0.0,3710,7071,0.0,1,21,0.868,0.003
Garden_Tools,ARS,26156637,1.26,5586,4683,-0.11,69,26,0.909,0.003
Garden_Tools,oDrova.ru,26115247,3.45,3687,7083,0.23,2,27,0.898,0.003
Garden_Tools,STARTUL,25459043,2.57,15641,1628,0.4,26,27,0.923,0.003
Garden_Tools,Green Apple,25162802,1.34,31332,803,-0.13,44,29,0.931,0.003
Garden_Tools,GRANDY,25056142,1.16,29615,846,-0.11,14,28,0.921,0.003
Garden_Tools,ОптторгМКТ,24946607,0.27,17450,1430,0.16,7,24,0.91,0.003
Garden_Tools,Fresh Blossom,24193333,14.06,50612,478,-0.35,128,25,0.759,0.003
Garden_Tools,Ybrooms,24016913,4.8,42798,561,0.45,2,27,0.895,0.003
Garden_Tools,DEKO,23836189,0.99,5544,4299,-0.23,26,27,0.893,0.003
Garden_Tools,Nord,22673958,0.02,9138,2481,0.05,5,26,0.898,0.003
Garden_Tools,ТермМикс,22255370,0.89,3566,6241,0.3,24,25,0.875,0.003
Garden_Tools,Bosch,22081371,0.08,2259,9775,0.31,118,26,0.8340000000000001,0.003
Garden_Tools,АРТИ Артинский завод,21876898,0.98,15422,1419,0.02,43,28,0.916,0.003
Garden_Tools,Альт-Пласт,21645184,0.62,15769,1373,0.39,52,29,0.903,0.003
Garden_Tools,ВАРЯГ,20767388,-0.03,12497,1662,0.01,4,25,0.853,0.003
Garden_Tools,ECO,20221675,2.61,10181,1986,-0.41,28,26,0.936,0.002
Garden_Tools,Greenworks,19860044,0.12,674,29466,0.41,33,25,0.91,0.002
Garden_Tools,INKAM,19809170,0.0,3146,6297,0.0,13,19,0.7909999999999999,0.002
Garden_Tools,DeWalt,19660822,4.52,2851,6896,-0.01,76,27,0.826,0.002
Garden_Tools,МастерАлмаз,19185865,0.65,25111,764,-0.25,12,27,0.6779999999999999,0.002
Garden_Tools,MOVERPLAT,19067594,2.02,11103,1717,-0.04,2,28,0.919,0.002
Garden_Tools,ПОЛЕСАД,19023791,30.06,7729,2461,5.78,3,27,0.877,0.002
Garden_Tools,Okatsune,18567139,0.4,3751,4950,-0.02,97,27,0.895,0.002
Garden_Tools,ListOK,18563776,1.09,25375,732,0.15,62,29,0.952,0.002
Garden_Tools,DAGO,17837416,1.38,1664,10720,-0.24,4,27,0.858,0.002
Garden_Tools,Warwolf,17387230,-0.22,2483,7003,0.12,39,25,0.825,0.002
Garden_Tools,KOLUNDROV,16596872,0.33,1657,10016,0.18,2,24,0.916,0.002
Garden_Tools,Frut club,16556731,0.04,22856,724,0.17,7,28,0.952,0.002
Garden_Tools,Amigo,16426163,0.37,4829,3402,0.18,57,27,0.8859999999999999,0.002
Garden_Tools,ZINLER,16382708,-0.11,9103,1800,0.15,15,27,0.912,0.002
Garden_Tools,Урожайная сотка,16192276,0.04,20386,794,0.23,50,28,0.926,0.002
Garden_Tools,ASANDEY,16101863,2.57,3438,4683,-0.07,9,25,0.911,0.002
Garden_Tools,Элвин,15476456,0.36,2691,5751,0.21,13,25,0.855,0.002
Garden_Tools,Агромадана,15282029,1.81,19710,775,0.17,13,30,0.946,0.002
Garden_Tools,Ставмаш,15234725,0.45,2518,6050,0.15,11,29,0.915,0.002
Garden_Tools,Петрошина,14978323,0.14,7815,1917,0.12,25,25,0.911,0.002
Garden_Tools,NEWTOOLS,14665222,0.0,4122,3558,0.0,14,26,0.932,0.002
Garden_Tools,Акватекс,14569647,1.06,1790,8139,0.37,26,26,0.8440000000000001,0.002
Garden_Tools,Метлес,14317751,0.72,13749,1041,0.17,18,28,0.927,0.002
Garden_Tools,SALRUS,14190365,-0.01,62783,226,0.23,7,29,0.967,0.002
Garden_Tools,Zema,13611070,0.5,10584,1286,0.23,16,27,0.939,0.002
Garden_Tools,Zitrek,13371702,1.1,5678,2355,-0.15,21,28,0.912,0.002
Garden_Tools,Kroft,13321701,2.32,39172,340,0.14,3,28,0.967,0.002
Garden_Tools,Судогодский,13253809,0.13,12855,1031,0.2,14,29,0.926,0.002
Garden_Tools,Pobedit,13207600,1.88,14179,931,0.04,13,27,0.932,0.002
Garden_Tools,Петромаш,13091486,0.21,2606,5024,0.42,12,25,0.882,0.002
Garden_Tools,PATRIOT,12842353,-0.26,8803,1459,0.0,56,27,0.939,0.002
Garden_Tools,АРТИ-Завод,12789380,0.09,9845,1299,0.14,25,25,0.935,0.002
Garden_Tools,СИЛАЧ,12725475,0.0,3420,3721,0.0,2,18,0.858,0.002
Garden_Tools,АГРОСТРОЙЛИДЕР,12572091,422.47,16770,750,1.47,6,27,0.898,0.002
Garden_Tools,Урал,12483865,1.42,3089,4041,0.15,23,24,0.909,0.002
Garden_Tools,ЦЕНТРО,12290603,0.0,4583,2682,0.0,13,25,0.922,0.002
Garden_Tools,STIHL,12071291,-0.21,1866,6469,-0.18,118,27,0.838,0.001
Garden_Tools,Sakura,11987306,4.48,9406,1274,0.28,3,25,0.901,0.001
Garden_Tools,BRAIT,11877214,0.08,13225,898,-0.57,37,26,0.921,0.001
Gemstones,Бренд отсутствует,8932,-0.98,1,8932,2.02,1,1,1.0,1.0
Globe,Globen,115059985,0.27,62965,1827,0.11,155,30,0.816,0.561
Globe,Praktica,27677726,0.18,2254,12279,0.24,36,30,0.888,0.135
Globe,Бренд отсутствует,14164751,0.85,10387,1364,-0.25,727,29,0.78,0.069
Globe,AG Smart,5677442,50.4,3358,1691,0.16,3,24,0.893,0.0279999999999999
Globe,HANOX,5623710,-0.09,2437,2308,0.02,3,25,0.879,0.027
Globe,Best Time,5477340,-0.5,2421,2262,0.06,7,28,0.906,0.027
Globe,Motionlamps,5299503,-0.26,888,5968,0.28,1,27,0.836,0.026
Globe,Cozy Dwelling,5266712,2.89,2241,2350,0.13,7,26,0.865,0.026
Globe,Prof-Press,4270352,14.48,2016,2118,0.14,4,28,0.6970000000000001,0.021
Globe,Mova Globe,2487458,-0.4,42,59225,0.28,2,15,0.8809999999999999,0.012
Globe,GLOBUSOFF,2380976,0.16,540,4409,0.29,3,24,0.893,0.012
Globe,Diifa,2073887,2.17,1010,2053,0.08,4,25,0.899,0.01
Globe,Shifu,1098608,0.01,340,3231,-0.12,16,24,0.871,0.005
Globe,ДИЭМБИ,1032744,0.8,1405,735,-0.28,1,25,0.914,0.005
Globe,Ask Gecko,945945,-0.12,229,4131,0.09,1,22,0.8340000000000001,0.005
Globe,ИНТЭК,730782,-0.34,565,1293,0.07,1,25,0.8640000000000001,0.004
Globe,Сима-Ленд,717429,1.09,427,1680,0.21,5,23,0.78,0.004
Globe,ГеоДом,669862,3.83,274,2445,0.16,3,24,0.902,0.003
Globe,GOODSTORAGE,536373,4.45,337,1592,-0.05,2,19,0.908,0.003
Globe,Luxury Gift,447431,2.8,173,2586,0.43,3,20,0.902,0.002
Globe,levenhuk,366032,-0.34,52,7039,0.14,11,14,0.8270000000000001,0.002
Globe,Onyx Technology,286127,0.0,168,1703,0.0,2,18,0.887,0.001
Globe,S8,276604,0.0,71,3896,0.0,5,15,0.3939999999999999,0.001
Globe,HANZI,151636,-0.21,42,3610,-0.05,6,17,0.905,0.001
Globe,Tecnodidattica,148400,-0.86,6,24733,1.13,2,4,0.667,0.001
Globe,Mobiland,127666,6.37,191,668,0.43,1,21,0.932,0.001
Globe,Znak,125858,0.12,445,283,0.16,1,23,0.93,0.001
Globe,Everest,96512,0.18,24,4021,-0.17,2,11,0.792,0.0
Globe,POV TRIC,94429,0.0,31,3046,0.0,2,11,0.5479999999999999,0.0
Globe,InFinds,92127,0.0,25,3685,0.0,1,11,0.88,0.0
Globe,Эврики,83820,-0.29,202,415,0.26,2,18,0.812,0.0
Globe,The best product,83300,0.67,22,3786,0.59,2,11,0.682,0.0
Globe,Chehoma,79965,0.33,9,8885,-0.26,1,6,0.889,0.0
Globe,SMART HOME,73617,5.97,46,1600,-0.09,1,2,0.022,0.0
Globe,Golden,67967,0.0,41,1658,0.0,2,13,0.805,0.0
Globe,hongxinfuda,64569,0.0,288,224,0.0,2,15,0.774,0.0
Globe,iMart,62449,0.0,16,3903,0.0,1,10,0.938,0.0
Globe,OREGON,54394,-0.97,5,10879,0.55,2,3,0.8,0.0
Globe,Globe,53212,-0.06,34,1565,0.41,2,11,0.912,0.0
Globe,Глобусный мир,47114,-0.29,31,1520,0.36,11,14,0.677,0.0
Globe,koiko,44982,0.0,44,1022,0.0,1,12,0.909,0.0
Globe,Lemon Tree,44148,-0.12,21,2102,-0.03,3,9,0.762,0.0
Globe,Nova Rico,42086,-0.6,11,3826,4.35,3,6,1.0,0.0
Globe,Globe,35960,1.06,9,3996,-0.09,3,4,1.0,0.0
Globe,Globex,35848,-0.2,37,969,0.28,1,11,0.892,0.0
Globe,Oregon Scientific,33670,-0.95,4,8418,0.27,3,2,0.5,0.0
Globe,MAMMABOSS,26090,0.0,7,3727,0.0,1,3,0.5710000000000001,0.0
Globe,LISIK.,23342,0.18,5,4668,1.36,3,4,0.2,0.0
Globe,1000 мелочей,22862,0.0,68,336,0.0,1,4,0.956,0.0
Globe,EVEREST,21292,0.91,4,5323,-0.52,1,3,0.5,0.0
Globe,KAIXINKE,20682,0.0,108,192,0.0,1,15,0.8059999999999999,0.0
Globe,Homepuzzle,20500,0.95,5,4100,0.17,1,2,1.0,0.0
Globe,Skrepka,19592,3.64,15,1306,-0.07,1,7,0.667,0.0
Globe,Benyagueff & Company,19224,0.36,10,1922,-0.05,2,4,0.7,0.0
Globe,montions,19142,2.02,3,6381,0.01,2,2,0.667,0.0
Globe,Onix Technology,18620,0.0,11,1693,0.0,1,7,0.727,0.0
Globe,ANYSMART,18612,0.0,2,9306,0.0,1,1,0.5,0.0
Globe,Глобус,18447,0.14,53,348,-0.79,2,16,0.302,0.0
Globe,DMB,18223,-0.44,5,3645,-0.22,2,2,0.6,0.0
Globe,Твой Подарок,17672,-0.88,4,4418,4.33,1,3,0.5,0.0
Globe,ANYIJMO,16223,-0.01,1,16223,2.95,1,1,0.0,0.0
Globe,Isidora,15611,0.0,9,1735,0.0,1,6,0.889,0.0
Globe,O,15505,0.0,131,118,0.0,3,2,0.389,0.0
Globe,MOTO SASAKI,13667,-0.7,62,220,-0.21,3,13,0.6609999999999999,0.0
Globe,ProMarket,12838,-0.89,8,1605,-0.14,2,3,0.625,0.0
Globe,DINAR,12163,-0.77,8,1520,-0.15,1,4,0.875,0.0
Globe,Garda Decor,12000,-0.3,1,12000,0.39,1,1,1.0,0.0
Globe,ORIGINAL,11910,0.0,249,48,0.0,3,1,0.402,0.0
Globe,Mivis,11743,-0.52,5,2349,0.35,5,3,0.4,0.0
Globe,Light to Light,11400,-0.71,5,2280,0.23,1,4,0.0,0.0
Globe,ПСВ,11121,-0.88,11,1011,0.58,2,7,0.546,0.0
Globe,АТЛАР,10424,0.0,2,5212,0.0,1,1,1.0,0.0
Globe,Levitron,10220,0.0,1,10220,0.0,1,1,1.0,0.0
Globe,Everest,9897,0.0,2,4949,0.0,1,2,0.5,0.0
Globe,New Century,9886,-0.84,3,3295,1.1,1,1,0.667,0.0
Globe,OLDIM,9733,0.0,2,4867,0.0,1,2,1.0,0.0
Globe,SEMBO BLOCK,9666,3.16,4,2417,0.04,2,3,0.75,0.0
Globe,ITBBCYX,9127,0.0,2,4564,0.0,1,2,0.5,0.0
Globe,NONAME,8684,0.77,2,4342,-0.11,2,2,0.5,0.0
Globe,Важное для Вас,7945,0.0,2,3973,0.0,1,1,1.0,0.0
Globe,Everest travel,7342,0.0,2,3671,0.0,1,2,1.0,0.0
Globe,Duoduole,7285,0.0,1,7285,0.0,1,1,0.0,0.0
Globe,Nautical,7135,-0.96,1,7135,0.08,1,1,1.0,0.0
Globe,Balvi,6781,-0.34,3,2260,1.65,1,2,1.0,0.0
Globe,Fresh Store,6156,0.0,1,6156,0.0,1,1,0.0,0.0
Globe,Приятные мелочи,6103,0.0,1,6103,0.0,1,1,1.0,0.0
Globe,New Stationery,5820,0.0,2,2910,0.0,1,1,0.0,0.0
Globe,HCNT,5609,-0.98,1,5609,-0.11,1,1,1.0,0.0
Globe,Юцзя Электроника,5499,0.0,1,5499,0.0,1,1,1.0,0.0
Globe,EvaPlanet,5232,-0.79,2,2616,0.23,1,1,1.0,0.0
Globe,Главхозторг,5227,0.0,7,747,0.0,2,7,0.143,0.0
Globe,Дон Пласт,4883,0.0,1,4883,0.0,1,1,1.0,0.0
Globe,Olimpus Brass,4460,0.0,1,4460,0.0,1,1,1.0,0.0
Globe,Shantou Gepai,4196,0.42,4,1049,0.07,1,4,1.0,0.0
Globe,ЛинкГрупп Трейд,4171,0.0,1,4171,0.0,1,1,1.0,0.0
Globe,Rotondo,4079,-0.68,2,2040,2.96,2,1,1.0,0.0
Globe,Swarovski,3900,0.0,1,3900,0.0,1,1,1.0,0.0
Globe,BLSW,3343,0.0,1,3343,0.0,1,1,1.0,0.0
Globe,Shk-radyga,3199,-0.45,1,3199,0.66,1,1,1.0,0.0
Globe,StyleWind,2932,0.0,1,2932,0.0,1,1,0.0,0.0
Glue_Gun,Бренд отсутствует,27030912,1.61,25734,1050,0.04,503,29,0.903,0.187
Glue_Gun,Kraftool,18312252,0.39,4866,3763,0.16,82,28,0.929,0.127
Glue_Gun,ЗУБР,16803821,0.4,10284,1634,0.21,67,27,0.941,0.1169999999999999
Glue_Gun,Kubis,9200011,8.0,8315,1106,0.3,5,26,0.95,0.064
Glue_Gun,Stayer,8499049,0.28,8280,1026,0.12,55,28,0.954,0.059
Glue_Gun,Bosch,7465831,0.24,1626,4592,0.1,43,25,0.858,0.052
Glue_Gun,FINDAL,4287555,0.0,2041,2101,0.0,1,22,0.933,0.03
Glue_Gun,P.I.T.,3833397,0.48,2579,1486,0.22,43,26,0.875,0.027
Glue_Gun,Спасибомаркет,2845783,15.95,5526,515,0.79,1,26,0.935,0.02
Glue_Gun,Dremel,2608320,0.28,927,2814,0.03,53,23,0.85,0.018
Glue_Gun,OKALEE,2567232,10.63,614,4181,-0.17,10,22,0.894,0.018
Glue_Gun,TOTAL,2002955,-0.09,1467,1365,0.28,19,25,0.931,0.0139999999999999
Glue_Gun,NANWEI,1680914,-0.33,228,7372,-0.29,9,17,0.851,0.012
Glue_Gun,Heimerdinger,1661520,2.49,157,10583,-0.09,6,19,0.879,0.012
Glue_Gun,ОНЛАЙТ,1593188,0.66,3308,482,-0.34,1,27,0.946,0.011
Glue_Gun,INGCO,1583760,2.22,1496,1059,-0.16,26,25,0.947,0.011
Glue_Gun,WORKPRO,1501967,0.0,545,2756,0.0,2,17,0.866,0.01
Glue_Gun,WOBERICH,1500901,10.8,1141,1315,0.01,5,24,0.948,0.01
Glue_Gun,Milwaukee,1499403,0.49,75,19992,-0.01,11,16,0.8270000000000001,0.01
Glue_Gun,Navigator,1470906,-0.1,1794,820,-0.16,3,25,0.943,0.01
Glue_Gun,Greenworks,1437333,224.29,438,3282,0.03,13,24,0.916,0.01
Glue_Gun,Kamolee,1127257,1.27,448,2516,0.0,9,24,0.917,0.008
Glue_Gun,WORTEX,992623,8.15,306,3244,0.2,9,24,0.833,0.0069999999999999
Glue_Gun,Printellect,904518,1.39,25,36181,-0.14,1,10,0.88,0.006
Glue_Gun,NewBeny,757525,1.04,278,2725,0.21,3,23,0.8490000000000001,0.005
Glue_Gun,MK Toy,757402,0.0,2636,287,0.0,3,23,0.92,0.005
Glue_Gun,Metabo,743509,3.31,67,11097,0.42,15,15,0.866,0.005
Glue_Gun,Помощник,742048,0.74,1029,721,0.16,1,23,0.967,0.005
Glue_Gun,Worx,730951,2.29,223,3278,0.08,4,21,0.933,0.005
Glue_Gun,ROOX,701163,0.0,83,8448,0.0,1,14,0.8190000000000001,0.005
Glue_Gun,Matrix,673246,1.38,1046,644,0.01,12,26,0.943,0.005
Glue_Gun,ШЕЛЕГ,663854,0.0,308,2155,0.0,1,19,0.929,0.005
Glue_Gun,WOODSTOCK,650668,2.37,7,92953,0.44,1,6,0.7140000000000001,0.005
Glue_Gun,kiwix,575169,11.06,528,1089,-0.36,2,24,0.885,0.004
Glue_Gun,КВТ,541900,0.38,388,1397,0.03,9,23,0.972,0.004
Glue_Gun,Sturm!,524798,1.58,344,1526,0.31,23,23,0.939,0.004
Glue_Gun,DEKO,494637,-0.67,372,1330,1.06,22,25,0.847,0.003
Glue_Gun,Einhell,485058,0.33,201,2413,0.03,12,24,0.8909999999999999,0.003
Glue_Gun,Ryobi,483398,3.47,61,7925,0.17,13,17,0.8690000000000001,0.003
Glue_Gun,ORGULOBO,481065,1.3,110,4373,-0.08,1,22,0.927,0.003
Glue_Gun,Sparta,433421,0.54,355,1221,0.12,25,24,0.882,0.003
Glue_Gun,NOVORYT,427236,-0.47,3,142412,0.25,1,1,1.0,0.003
Glue_Gun,Xiaomi,399274,-0.16,136,2936,0.09,6,22,0.919,0.003
Glue_Gun,Kolner,345904,0.84,491,704,0.42,2,22,0.955,0.002
Glue_Gun,Fusion,338546,0.0,1037,326,0.0,1,18,0.935,0.002
Glue_Gun,Hanskonner,337950,0.0,192,1760,0.0,13,20,0.948,0.002
Glue_Gun,Hammer,314149,-0.88,554,567,-0.36,6,24,0.919,0.002
Glue_Gun,Steinel,311565,0.48,60,5193,0.76,12,14,0.833,0.002
Glue_Gun,Pioneer,309467,-0.71,764,405,-0.12,4,26,0.935,0.002
Glue_Gun,FIT FINCH INDUSTRIAL TOOLS,302145,0.23,238,1270,0.24,5,22,0.916,0.002
Glue_Gun,FUBAG,278845,2.2,234,1192,-0.13,1,22,0.974,0.002
Glue_Gun,Makita,278449,0.44,54,5156,-0.2,3,15,0.87,0.002
Glue_Gun,Fresh Blossom,247759,0.0,150,1652,0.0,2,14,0.987,0.002
Glue_Gun,TDM Electric,247650,1.13,123,2013,0.0,6,23,0.943,0.002
Glue_Gun,WORCRAFT,246976,28.2,151,1636,-0.23,1,25,0.762,0.002
Glue_Gun,BENVELTPRO,239858,0.0,131,1831,0.0,1,17,0.901,0.002
Glue_Gun,EZARC,236906,-0.06,103,2300,0.21,1,21,0.932,0.002
Glue_Gun,HOTO,234444,-0.42,70,3349,0.66,10,12,0.9,0.002
Glue_Gun,Сила,224033,27.94,844,265,-0.07,2,23,0.918,0.002
Glue_Gun,SIGMA,222913,30.91,107,2083,0.49,1,15,0.935,0.002
Glue_Gun,REXANT,218960,0.24,125,1752,0.82,19,23,0.888,0.002
Glue_Gun,SEMGEARS,217449,-0.08,91,2390,-0.09,8,16,0.8240000000000001,0.002
Glue_Gun,SOULONG,213639,-0.74,162,1319,-0.4,7,19,0.698,0.001
Glue_Gun,BoxBot,196592,0.0,152,1293,0.0,1,17,0.901,0.001
Glue_Gun,Hilti,192620,0.28,19,10138,-0.06,2,6,0.8420000000000001,0.001
Glue_Gun,AddHome,181327,0.0,344,527,0.0,2,18,0.945,0.001
Glue_Gun,Isida market,180047,0.0,59,3052,0.0,1,13,0.763,0.001
Glue_Gun,Тундра,177690,-0.01,281,632,0.11,5,22,0.929,0.001
Glue_Gun,Dexter,163690,1.64,97,1688,0.17,12,16,0.784,0.001
Glue_Gun,ONEVAN,150752,2.69,20,7538,-0.08,1,13,0.8,0.001
Glue_Gun,HilDA,134658,7.3,97,1388,0.03,4,17,0.907,0.001
Glue_Gun,Joyoleder,132279,0.0,34,3891,0.0,1,13,0.8240000000000001,0.001
Glue_Gun,ELMOS,131641,1.1,30,4388,0.47,5,11,0.733,0.001
Glue_Gun,DeWalt,124680,0.0,3,41560,0.0,2,3,0.667,0.001
Glue_Gun,RedVerg,116754,-0.42,48,2432,0.0,2,14,0.8540000000000001,0.001
Glue_Gun,ЭЛЕФАНТ,109305,-0.3,133,822,-0.08,1,21,0.917,0.001
Glue_Gun,СОЮЗ,104558,0.77,218,480,0.01,15,22,0.853,0.001
Glue_Gun,Rapid,101411,-0.3,40,2535,-0.35,15,13,0.5,0.001
